run,seed,agent_steps,iteration,phase,n_fit,n_test,source,target,cev90_dimension,cev95_dimension,cev99_dimension,participation_ratio,rank,cev_first_8
explore_cycle_3_factor_1,42,66154,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000066154/probe_battery.json,layer_2,7,8,20,6.248864511531822,64,"[0.24681543311437057, 0.47394551843467336, 0.6144153103481909, 0.7236887609538086, 0.8033301419342019, 0.877265779144283, 0.9376324552826207, 0.9527053727011845]"
explore_cycle_3_factor_1,42,66154,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000066154/probe_battery.json,layer_3,7,8,20,6.31362132821546,64,"[0.2541126842369861, 0.46758002492852435, 0.6084503426356477, 0.7199953274992988, 0.8004766797960536, 0.8750102559364608, 0.9338220628399719, 0.9506953833013045]"
explore_cycle_3_factor_1,42,66154,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000066154/probe_battery.json,actor_activation,7,8,20,6.31362132821546,64,"[0.2541126842369861, 0.46758002492852435, 0.6084503426356477, 0.7199953274992988, 0.8004766797960536, 0.8750102559364608, 0.9338220628399719, 0.9506953833013045]"
explore_cycle_3_factor_1,42,66154,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000066154/probe_battery.json,factor_1_target,2,2,2,1.999817067206466,2,"[0.5047821220089532, 1.0, 1.0]"
explore_cycle_3_factor_1,42,66154,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000066154/probe_battery.json,factor_2_target,2,2,2,1.9999518223021342,2,"[0.5024540491651368, 1.0, 1.0]"
explore_cycle_3_factor_1,42,66154,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000066154/probe_battery.json,joint_mixed_state_target,8,8,8,7.904076818552634,8,"[0.1408295176760774, 0.280887893559146, 0.41949728226152094, 0.5544021685815024, 0.668096877964044, 0.7811793402118983, 0.8910509366457549, 1.0]"
explore_cycle_3_factor_1,42,132080,4,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000132080/probe_battery.json,layer_1,8,12,23,6.694805289540083,64,"[0.24200900091804073, 0.46101634708545713, 0.5955752714648106, 0.6925772449653037, 0.7740747072082489, 0.8520443740384221, 0.8893954266016612, 0.9143529036719679]"
explore_cycle_3_factor_1,42,132080,4,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000132080/probe_battery.json,layer_2,9,14,26,7.38848732166107,64,"[0.24154972698752472, 0.4284499532957643, 0.5491480539522031, 0.6492929576859633, 0.7360497338594191, 0.8149748643932014, 0.8572778898459621, 0.8875816292440872]"
explore_cycle_3_factor_1,42,132080,4,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000132080/probe_battery.json,layer_3,10,14,27,7.481342262306971,64,"[0.24560830315187382, 0.4280702287013559, 0.5336504421351538, 0.6359245726466136, 0.7265620565405636, 0.8051449243253368, 0.8512649873000928, 0.8789711530845348]"
explore_cycle_3_factor_1,42,132080,4,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000132080/probe_battery.json,actor_activation,10,14,27,7.481342262306971,64,"[0.24560830315187382, 0.4280702287013559, 0.5336504421351538, 0.6359245726466136, 0.7265620565405636, 0.8051449243253368, 0.8512649873000928, 0.8789711530845348]"
explore_cycle_3_factor_1,42,132080,4,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000132080/probe_battery.json,factor_1_target,2,2,2,1.9998248612767233,2,"[0.504679130012701, 1.0, 1.0]"
explore_cycle_3_factor_1,42,132080,4,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000132080/probe_battery.json,factor_2_target,2,2,2,1.9999087471067631,2,"[0.5033774446141294, 1.0, 1.0]"
explore_cycle_3_factor_1,42,132080,4,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000132080/probe_battery.json,joint_mixed_state_target,8,8,8,7.903433635246879,8,"[0.14193236054094915, 0.2815632136350899, 0.4182981529186087, 0.5547236500515187, 0.6683143056398093, 0.7797875775288251, 0.8907517261055586, 0.9999999999999999]"
explore_cycle_3_factor_1,42,264407,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000264407/probe_battery.json,layer_1,11,17,30,3.1060328105268766,64,"[0.5471780632840005, 0.6635492941048787, 0.7249672483804293, 0.7675241842415836, 0.7988146769071806, 0.8219415365576396, 0.8416734538289717, 0.8604506004896438]"
explore_cycle_3_factor_1,42,264407,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000264407/probe_battery.json,layer_2,12,19,33,3.489851126375539,64,"[0.5096805443608976, 0.6350730634652577, 0.7106944042981715, 0.7504246359044272, 0.7831999322520818, 0.8065788795738407, 0.828029808839463, 0.8459928145154085]"
explore_cycle_3_factor_1,42,264407,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000264407/probe_battery.json,layer_3,13,19,34,3.8991754025382837,64,"[0.47407844364943336, 0.6129889980782208, 0.6950098363231407, 0.7370987796489737, 0.7679081150653293, 0.7915298602576626, 0.813635146522486, 0.8331969356690825]"
explore_cycle_3_factor_1,42,264407,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000264407/probe_battery.json,actor_activation,13,19,34,3.8991754025382837,64,"[0.47407844364943336, 0.6129889980782208, 0.6950098363231407, 0.7370987796489737, 0.7679081150653293, 0.7915298602576626, 0.813635146522486, 0.8331969356690825]"
explore_cycle_3_factor_1,42,264407,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000264407/probe_battery.json,factor_1_target,2,2,2,1.999918277137442,2,"[0.5031962126417069, 0.9999999999999999, 1.0]"
explore_cycle_3_factor_1,42,264407,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000264407/probe_battery.json,factor_2_target,2,2,2,1.9999713799382082,2,"[0.5018914436071267, 1.0, 1.0]"
explore_cycle_3_factor_1,42,264407,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000264407/probe_battery.json,joint_mixed_state_target,8,8,8,7.909397590434893,8,"[0.14112751256817677, 0.2793584522938328, 0.4169823518446052, 0.5531739107726565, 0.6664519328981429, 0.7784297815276686, 0.8899232065267186, 0.9999999999999999]"
explore_cycle_3_factor_1,42,529112,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000529112/probe_battery.json,layer_1,2,3,6,2.092208179353368,64,"[0.6258138048298577, 0.9122815330117305, 0.976756116946952, 0.9849893305261894, 0.9891955432542464, 0.9923210114783084, 0.993547606505631, 0.9946713506725852]"
explore_cycle_3_factor_1,42,529112,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000529112/probe_battery.json,layer_2,2,3,5,2.0101338478392097,64,"[0.6400808551148421, 0.9326197014745745, 0.9784473222698581, 0.9869814615213116, 0.9908474333379709, 0.9930969102285196, 0.9941558004652999, 0.995121697955977]"
explore_cycle_3_factor_1,42,529112,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000529112/probe_battery.json,layer_3,2,3,5,2.0113890366219502,64,"[0.6359560732874903, 0.9376733608536498, 0.9774323819568339, 0.9870604319569024, 0.9906747764513523, 0.9928556523716852, 0.9939074622268523, 0.9948708546452837]"
explore_cycle_3_factor_1,42,529112,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000529112/probe_battery.json,actor_activation,2,3,5,2.0113890366219502,64,"[0.6359560732874903, 0.9376733608536498, 0.9774323819568339, 0.9870604319569024, 0.9906747764513523, 0.9928556523716852, 0.9939074622268523, 0.9948708546452837]"
explore_cycle_3_factor_1,42,529112,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000529112/probe_battery.json,factor_1_target,2,2,2,1.9914275295053185,2,"[0.5328050535162776, 1.0, 1.0]"
explore_cycle_3_factor_1,42,529112,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000529112/probe_battery.json,factor_2_target,2,2,2,1.9998830774392435,2,"[0.5038231105888875, 1.0, 1.0]"
explore_cycle_3_factor_1,42,529112,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000529112/probe_battery.json,joint_mixed_state_target,8,8,8,7.834110081344745,8,"[0.14879441829718335, 0.2948290426962109, 0.4385799472650331, 0.5683942927118029, 0.6815727279433212, 0.7938319896342834, 0.8975545528353398, 1.0]"
explore_cycle_3_factor_1,42,1058450,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_001058450/probe_battery.json,layer_1,2,2,4,1.7514579676694577,64,"[0.7096513523396002, 0.9681717839221412, 0.9899128216031902, 0.9958442031703286, 0.9984360180267534, 0.998954366552507, 0.9993092021600578, 0.9995164848986644]"
explore_cycle_3_factor_1,42,1058450,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_001058450/probe_battery.json,layer_2,2,3,4,2.0354456343836578,64,"[0.6169943249849699, 0.9479034959659671, 0.9752998414258877, 0.9939576946277363, 0.9970856926872532, 0.9981024329613373, 0.9985744699658121, 0.9989645298689145]"
explore_cycle_3_factor_1,42,1058450,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_001058450/probe_battery.json,layer_3,2,3,4,2.083115919846107,64,"[0.596245733762651, 0.9475750566570629, 0.9756894070705316, 0.9932292785285847, 0.9961191560435487, 0.9972220817075537, 0.9980778540121447, 0.9984824379843278]"
explore_cycle_3_factor_1,42,1058450,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_001058450/probe_battery.json,actor_activation,2,3,4,2.083115919846107,64,"[0.596245733762651, 0.9475750566570629, 0.9756894070705316, 0.9932292785285847, 0.9961191560435487, 0.9972220817075537, 0.9980778540121447, 0.9984824379843278]"
explore_cycle_3_factor_1,42,1058450,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_001058450/probe_battery.json,factor_1_target,2,2,2,1.9231013229815024,2,"[0.5999835045132756, 1.0, 1.0]"
explore_cycle_3_factor_1,42,1058450,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_001058450/probe_battery.json,factor_2_target,2,2,2,1.999150790790822,2,"[0.5103051561153071, 1.0, 1.0]"
explore_cycle_3_factor_1,42,1058450,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_001058450/probe_battery.json,joint_mixed_state_target,7,8,8,6.812356199368414,8,"[0.21158413139465687, 0.4154075296359434, 0.5648987342867859, 0.6646906146310301, 0.7539914869623691, 0.8395108528308237, 0.9217094566025533, 0.9999999999999999]"
explore_cycle_3_factor_1,42,2116834,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_002116834/probe_battery.json,layer_1,3,3,5,1.6626377642384973,64,"[0.7624339278109479, 0.8761035876051824, 0.9564149421868301, 0.9794189194033308, 0.9950131099920771, 0.9969698165082115, 0.9979286050638961, 0.9983840240309263]"
explore_cycle_3_factor_1,42,2116834,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_002116834/probe_battery.json,layer_2,3,4,7,2.0492566308208517,64,"[0.6551022321145626, 0.8911387363874931, 0.9367879297194043, 0.9613082685154538, 0.9780528899407825, 0.9884529344914206, 0.9939850761232093, 0.9956964327697087]"
explore_cycle_3_factor_1,42,2116834,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_002116834/probe_battery.json,layer_3,3,4,7,1.9345508927450166,64,"[0.6839128091673892, 0.8999357660313958, 0.9402241664009046, 0.9630950722239284, 0.9781728836297358, 0.9884394322198167, 0.9938430633944468, 0.9954092315907904]"
explore_cycle_3_factor_1,42,2116834,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_002116834/probe_battery.json,actor_activation,3,4,7,1.9345508927450166,64,"[0.6839128091673892, 0.8999357660313958, 0.9402241664009046, 0.9630950722239284, 0.9781728836297358, 0.9884394322198167, 0.9938430633944468, 0.9954092315907904]"
explore_cycle_3_factor_1,42,2116834,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_002116834/probe_battery.json,factor_1_target,2,2,2,1.8349535279427154,2,"[0.64995487605855, 1.0, 1.0]"
explore_cycle_3_factor_1,42,2116834,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_002116834/probe_battery.json,factor_2_target,2,2,2,1.9999841703141605,2,"[0.5014066720979835, 1.0, 1.0]"
explore_cycle_3_factor_1,42,2116834,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_002116834/probe_battery.json,joint_mixed_state_target,6,7,8,3.7517843182453725,8,"[0.3552721498890135, 0.7072315343651814, 0.7975485335733943, 0.8464050999326478, 0.8860438655528281, 0.9250382623701454, 0.963059108866311, 1.0]"
explore_cycle_3_factor_1,42,4233720,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_004233720/probe_battery.json,layer_1,4,4,7,2.669678001012029,64,"[0.5632552001406403, 0.7435615362641658, 0.8763829466488434, 0.9574259618925668, 0.9800643544128138, 0.9872641017830422, 0.9922369734303818, 0.9949364715755049]"
explore_cycle_3_factor_1,42,4233720,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_004233720/probe_battery.json,layer_2,4,6,9,2.767771464591433,64,"[0.551428473952108, 0.7609248493874946, 0.8504938660952148, 0.9044636722866024, 0.9452540924306658, 0.9671965564777024, 0.9811681917878188, 0.986928584021436]"
explore_cycle_3_factor_1,42,4233720,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_004233720/probe_battery.json,layer_3,5,7,10,2.7158336699669245,64,"[0.5567499176699588, 0.7796146155579249, 0.8447568902845501, 0.8857014094947827, 0.9223070797325442, 0.9487283031624834, 0.9694723849092304, 0.9802273068055587]"
explore_cycle_3_factor_1,42,4233720,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_004233720/probe_battery.json,actor_activation,5,7,10,2.7158336699669245,64,"[0.5567499176699588, 0.7796146155579249, 0.8447568902845501, 0.8857014094947827, 0.9223070797325442, 0.9487283031624834, 0.9694723849092304, 0.9802273068055587]"
explore_cycle_3_factor_1,42,4233720,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_004233720/probe_battery.json,factor_1_target,2,2,2,1.7873010176196011,2,"[0.6724860032488839, 1.0, 1.0]"
explore_cycle_3_factor_1,42,4233720,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_004233720/probe_battery.json,factor_2_target,2,2,2,1.9997768590595038,2,"[0.5052816408342259, 1.0, 1.0]"
explore_cycle_3_factor_1,42,4233720,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_004233720/probe_battery.json,joint_mixed_state_target,5,7,8,3.277175594652578,8,"[0.38923281479767424, 0.7673570595913903, 0.8423453451867537, 0.8790126640787919, 0.9130142667527301, 0.9451345165185948, 0.9726425759237551, 1.0]"
explore_cycle_3_factor_1,42,8467762,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_008467762/probe_battery.json,layer_1,4,5,7,3.213712868161902,64,"[0.4881844250911349, 0.707681171587105, 0.8311241647414928, 0.9044013487974778, 0.9644011273196168, 0.9838347476816856, 0.9911091036717045, 0.9958041950862961]"
explore_cycle_3_factor_1,42,8467762,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_008467762/probe_battery.json,layer_2,4,6,9,2.5273120813295566,64,"[0.5825558802195769, 0.8030035421772931, 0.8618136301302348, 0.9117305084329653, 0.9454207170436882, 0.9651041702126044, 0.9756344174937714, 0.9840097204075003]"
explore_cycle_3_factor_1,42,8467762,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_008467762/probe_battery.json,layer_3,4,6,10,2.513049868994915,64,"[0.5820624427403749, 0.8113176698138582, 0.86051222428198, 0.9071882617915425, 0.9454870131468132, 0.9601310513173561, 0.970768574948028, 0.9808483303074722]"
explore_cycle_3_factor_1,42,8467762,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_008467762/probe_battery.json,actor_activation,4,6,10,2.513049868994915,64,"[0.5820624427403749, 0.8113176698138582, 0.86051222428198, 0.9071882617915425, 0.9454870131468132, 0.9601310513173561, 0.970768574948028, 0.9808483303074722]"
explore_cycle_3_factor_1,42,8467762,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_008467762/probe_battery.json,factor_1_target,2,2,2,1.7484775651112128,2,"[0.6896392969281019, 1.0, 1.0]"
explore_cycle_3_factor_1,42,8467762,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_008467762/probe_battery.json,factor_2_target,2,2,2,1.999174066300227,2,"[0.5101628915910126, 1.0, 1.0]"
explore_cycle_3_factor_1,42,8467762,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_008467762/probe_battery.json,joint_mixed_state_target,5,7,8,3.2245012064706344,8,"[0.39603962089592387, 0.7742055877226705, 0.8492850377698342, 0.8838149105778079, 0.9174067054685169, 0.9498982984761944, 0.9752377352186684, 0.9999999999999999]"
explore_cycle_3_factor_1,42,16935407,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_016935407/probe_battery.json,layer_1,4,5,8,2.30549829508495,64,"[0.6331675537754657, 0.7639970391582991, 0.8644381121497291, 0.9286387622552443, 0.9629141981978238, 0.9781620306250012, 0.985858911094263, 0.9910609245096142]"
explore_cycle_3_factor_1,42,16935407,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_016935407/probe_battery.json,layer_2,5,8,13,3.4908569953483006,64,"[0.41792369038553123, 0.7322689251521686, 0.8221394923351576, 0.8666770971287537, 0.9054672907225692, 0.9323530206991855, 0.9487256027397697, 0.9639387961383764]"
explore_cycle_3_factor_1,42,16935407,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_016935407/probe_battery.json,layer_3,5,7,14,3.464387105556474,64,"[0.3932815388441419, 0.7446452046945293, 0.8110625624193748, 0.8688992625313676, 0.9069429023547396, 0.9326882087016128, 0.9513410099669094, 0.9635070761776419]"
explore_cycle_3_factor_1,42,16935407,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_016935407/probe_battery.json,actor_activation,5,7,14,3.464387105556474,64,"[0.3932815388441419, 0.7446452046945293, 0.8110625624193748, 0.8688992625313676, 0.9069429023547396, 0.9326882087016128, 0.9513410099669094, 0.9635070761776419]"
explore_cycle_3_factor_1,42,16935407,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_016935407/probe_battery.json,factor_1_target,2,2,2,1.80828763385626,2,"[0.6628025907912956, 1.0, 1.0]"
explore_cycle_3_factor_1,42,16935407,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_016935407/probe_battery.json,factor_2_target,2,2,2,1.9988955740393146,2,"[0.5117528516539886, 1.0, 1.0]"
explore_cycle_3_factor_1,42,16935407,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_016935407/probe_battery.json,joint_mixed_state_target,4,6,8,2.9584036819172703,8,"[0.4170101235622412, 0.8136664683062547, 0.8731271432499577, 0.9033911522156673, 0.9284890248335828, 0.9528159579218577, 0.9766080821793544, 0.9999999999999999]"
explore_cycle_3_factor_1,42,30001054,907,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_030001054/probe_battery.json,layer_1,2,3,5,1.714945005487855,64,"[0.7349075218430313, 0.9388850221314198, 0.9738303371325773, 0.9856585054341128, 0.9909846259048466, 0.9946638675687746, 0.9976325684771686, 0.9985986197910195]"
explore_cycle_3_factor_1,42,30001054,907,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_030001054/probe_battery.json,layer_2,2,3,6,1.7130942426978146,64,"[0.7364340874129937, 0.9375498543615969, 0.9618991084652462, 0.9780618104442211, 0.9847963768751482, 0.9905325699677261, 0.9946365083163174, 0.9967304670150587]"
explore_cycle_3_factor_1,42,30001054,907,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_030001054/probe_battery.json,layer_3,2,3,7,1.4812860746974934,64,"[0.8112235552409199, 0.9371579973284674, 0.9678779713387174, 0.9792837019513443, 0.98451208130256, 0.9893243505103536, 0.9923287626470302, 0.994964956084999]"
explore_cycle_3_factor_1,42,30001054,907,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_030001054/probe_battery.json,actor_activation,2,3,7,1.4812860746974934,64,"[0.8112235552409199, 0.9371579973284674, 0.9678779713387174, 0.9792837019513443, 0.98451208130256, 0.9893243505103536, 0.9923287626470302, 0.994964956084999]"
explore_cycle_3_factor_1,42,30001054,907,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_030001054/probe_battery.json,factor_1_target,2,2,2,1.9985146534351206,2,"[0.5136310789739875, 1.0, 1.0]"
explore_cycle_3_factor_1,42,30001054,907,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_030001054/probe_battery.json,factor_2_target,2,2,2,1.9719930479675256,2,"[0.5595868240500497, 1.0000000000000002, 1.0]"
explore_cycle_3_factor_1,42,30001054,907,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_030001054/probe_battery.json,joint_mixed_state_target,7,8,8,7.781709735472924,8,"[0.15269957866059516, 0.3021108929714126, 0.44661545780822687, 0.5715839359336269, 0.6898540878670357, 0.8074296180353214, 0.906299538885184, 1.0]"
