run,seed,agent_steps,iteration,phase,n_fit,n_test,source,target,cev90_dimension,cev95_dimension,cev99_dimension,participation_ratio,rank,cev_first_8
explore_cycle_3_both,42,265026,8,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000265026/probe_battery.json,joint_mixed_state_target,8,8,8,7.903429009003889,8,"[0.14142388189388186, 0.2812158605529807, 0.4185678463754534, 0.5548579887584546, 0.6680866059264254, 0.7794862831541375, 0.8902525423093866, 1.0]"
explore_cycle_3_both,42,529886,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000529886/probe_battery.json,layer_1,3,4,8,3.1735933407054793,64,"[0.43437767492117507, 0.7401199384880963, 0.9158674424328874, 0.9562083561613337, 0.9735176251516926, 0.9821370742416873, 0.9871586282335566, 0.990807372411812]"
explore_cycle_3_both,42,529886,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000529886/probe_battery.json,layer_2,3,4,8,2.985568547987649,64,"[0.45256730836916453, 0.7769885264041729, 0.9293601541931962, 0.9673596334503807, 0.9798696983727881, 0.9857723917300982, 0.9891632011736619, 0.9918790623205375]"
explore_cycle_3_both,42,529886,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000529886/probe_battery.json,layer_3,3,4,8,3.031678604069243,64,"[0.44316030461819955, 0.7682833661244137, 0.9298922491850841, 0.9677620386274147, 0.9797375814616316, 0.9855245422481281, 0.9889341519449709, 0.9914420247868296]"
explore_cycle_3_both,42,529886,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000529886/probe_battery.json,actor_activation,3,4,8,3.031678604069243,64,"[0.44316030461819955, 0.7682833661244137, 0.9298922491850841, 0.9677620386274147, 0.9797375814616316, 0.9855245422481281, 0.9889341519449709, 0.9914420247868296]"
explore_cycle_3_both,42,529886,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000529886/probe_battery.json,factor_1_target,2,2,2,1.990577426749738,2,"[0.5344005374760404, 0.9999999999999999, 1.0]"
explore_cycle_3_both,42,529886,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000529886/probe_battery.json,factor_2_target,2,2,2,1.9936055335073493,2,"[0.5283173459855701, 1.0, 1.0]"
explore_cycle_3_both,42,529886,16,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000529886/probe_battery.json,joint_mixed_state_target,7,8,8,7.8135943683473,8,"[0.15395617205475226, 0.3018704967109691, 0.438767845590896, 0.5692021402938867, 0.6883810990113832, 0.7963487745602983, 0.9031432245203226, 1.0]"
explore_cycle_3_both,42,1059875,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_001059875/probe_battery.json,layer_1,4,4,6,2.8445473518476696,64,"[0.4516957366846049, 0.8230371529888337, 0.8966795480765234, 0.9545932279202592, 0.9791894793599613, 0.9946013540243791, 0.9969208474992273, 0.9976577791097107]"
explore_cycle_3_both,42,1059875,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_001059875/probe_battery.json,layer_2,3,4,6,2.6486152016501956,64,"[0.5120940633478616, 0.8395708320440646, 0.913332683229798, 0.9569827217175787, 0.9796994877526285, 0.994033291620392, 0.996187466104575, 0.9973303075058697]"
explore_cycle_3_both,42,1059875,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_001059875/probe_battery.json,layer_3,3,4,6,2.664604062515996,64,"[0.5143706833919719, 0.8338724344894052, 0.9088424663367372, 0.9561951722820383, 0.979802050807733, 0.9941342951055689, 0.9961787980674258, 0.9972689621333551]"
explore_cycle_3_both,42,1059875,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_001059875/probe_battery.json,actor_activation,3,4,6,2.664604062515996,64,"[0.5143706833919719, 0.8338724344894052, 0.9088424663367372, 0.9561951722820383, 0.979802050807733, 0.9941342951055689, 0.9961787980674258, 0.9972689621333551]"
explore_cycle_3_both,42,1059875,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_001059875/probe_battery.json,factor_1_target,2,2,2,1.9230722452615816,2,"[0.6000031621608666, 1.0, 1.0]"
explore_cycle_3_both,42,1059875,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_001059875/probe_battery.json,factor_2_target,2,2,2,1.896918891719104,2,"[0.6165561417828727, 1.0, 1.0]"
explore_cycle_3_both,42,1059875,32,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_001059875/probe_battery.json,joint_mixed_state_target,7,8,8,6.351074842572456,8,"[0.25373220134305136, 0.42783058886845665, 0.5820985151686777, 0.7156327168230662, 0.8091088550212832, 0.880148469282175, 0.9492065611376006, 1.0]"
explore_cycle_3_both,42,2119586,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_002119586/probe_battery.json,layer_1,5,7,11,4.779133828388352,64,"[0.32423445555091357, 0.5677537913809482, 0.731239282868032, 0.8321216069539784, 0.9036552659095576, 0.9487696780213426, 0.9745810977386083, 0.9815736001242161]"
explore_cycle_3_both,42,2119586,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_002119586/probe_battery.json,layer_2,4,5,10,4.263748037369799,64,"[0.29395948759990065, 0.5796095015957051, 0.803661884121228, 0.9272643176947024, 0.9531748460122023, 0.966907701669703, 0.9772999198801556, 0.984792435403086]"
explore_cycle_3_both,42,2119586,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_002119586/probe_battery.json,layer_3,5,6,11,4.567059104732514,64,"[0.28884212525596825, 0.5475494182245713, 0.7771573592606669, 0.8905730219047117, 0.9363495352662061, 0.9629537878177802, 0.9734664545824597, 0.9812333422382525]"
explore_cycle_3_both,42,2119586,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_002119586/probe_battery.json,actor_activation,5,6,11,4.567059104732514,64,"[0.28884212525596825, 0.5475494182245713, 0.7771573592606669, 0.8905730219047117, 0.9363495352662061, 0.9629537878177802, 0.9734664545824597, 0.9812333422382525]"
explore_cycle_3_both,42,2119586,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_002119586/probe_battery.json,factor_1_target,2,2,2,1.6902792558939503,2,"[0.7140306254187025, 1.0, 1.0]"
explore_cycle_3_both,42,2119586,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_002119586/probe_battery.json,factor_2_target,2,2,2,1.8249895739623216,2,"[0.6548359387417088, 1.0, 1.0]"
explore_cycle_3_both,42,2119586,64,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_002119586/probe_battery.json,joint_mixed_state_target,5,6,8,4.1646391063572645,8,"[0.4012609987274066, 0.6016060617732962, 0.7381844932896906, 0.8572215202493969, 0.9137402728818602, 0.959933819668486, 0.9826095066126702, 1.0]"
explore_cycle_3_both,42,4238425,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_004238425/probe_battery.json,layer_1,6,8,14,5.356660115840605,64,"[0.31451564877564303, 0.5168600554045244, 0.6770406198512209, 0.783982305392032, 0.8584886010143995, 0.9063427289107383, 0.9437432217667235, 0.9592596651013469]"
explore_cycle_3_both,42,4238425,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_004238425/probe_battery.json,layer_2,4,7,14,3.85182277729519,64,"[0.417750420109533, 0.6332824617567974, 0.793513177901862, 0.9018393438142852, 0.9225728932348494, 0.9405689921155661, 0.9557018472385764, 0.9668517679101803]"
explore_cycle_3_both,42,4238425,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_004238425/probe_battery.json,layer_3,6,8,15,4.186085769608494,64,"[0.4038827093338624, 0.6006859454475044, 0.7529175869469159, 0.8578128037384456, 0.8927146848319155, 0.922384016861777, 0.9387637869560456, 0.9528763009567234]"
explore_cycle_3_both,42,4238425,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_004238425/probe_battery.json,actor_activation,6,8,15,4.186085769608494,64,"[0.4038827093338624, 0.6006859454475044, 0.7529175869469159, 0.8578128037384456, 0.8927146848319155, 0.922384016861777, 0.9387637869560456, 0.9528763009567234]"
explore_cycle_3_both,42,4238425,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_004238425/probe_battery.json,factor_1_target,2,2,2,1.7264004922315412,2,"[0.6990475721006978, 1.0, 1.0]"
explore_cycle_3_both,42,4238425,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_004238425/probe_battery.json,factor_2_target,2,2,2,1.7764208760022884,2,"[0.6773832857735194, 0.9999999999999999, 1.0]"
explore_cycle_3_both,42,4238425,128,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_004238425/probe_battery.json,joint_mixed_state_target,4,5,7,3.424170490571299,8,"[0.46562291767408986, 0.6420047208470929, 0.8065659738206377, 0.9320508421156496, 0.9579342943052228, 0.9749779762802968, 0.9910905201392899, 1.0]"
explore_cycle_3_both,42,8477421,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_008477421/probe_battery.json,layer_1,6,8,13,3.9609633267111235,64,"[0.42710910707821625, 0.6436864901155352, 0.7590967456772219, 0.8224539846778749, 0.878709772970595, 0.9177226455557947, 0.9391597849346832, 0.9591485789097535]"
explore_cycle_3_both,42,8477421,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_008477421/probe_battery.json,layer_2,5,8,15,3.872689604393443,64,"[0.4337060914051295, 0.6331866623075507, 0.7752438114210503, 0.8568550037076613, 0.9022608138725384, 0.9291041783735196, 0.9497612852952486, 0.9596861657570769]"
explore_cycle_3_both,42,8477421,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_008477421/probe_battery.json,layer_3,6,9,16,4.460994371902979,64,"[0.3857381146294431, 0.5895484765216815, 0.7339747725593949, 0.827250694795924, 0.875070678269964, 0.9027728128114362, 0.9240842687746108, 0.9443209972707295]"
explore_cycle_3_both,42,8477421,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_008477421/probe_battery.json,actor_activation,6,9,16,4.460994371902979,64,"[0.3857381146294431, 0.5895484765216815, 0.7339747725593949, 0.827250694795924, 0.875070678269964, 0.9027728128114362, 0.9240842687746108, 0.9443209972707295]"
explore_cycle_3_both,42,8477421,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_008477421/probe_battery.json,factor_1_target,2,2,2,1.758690445018252,2,"[0.6852092024883317, 1.0, 1.0]"
explore_cycle_3_both,42,8477421,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_008477421/probe_battery.json,factor_2_target,2,2,2,1.813720742676235,2,"[0.660238563625732, 1.0, 1.0]"
explore_cycle_3_both,42,8477421,256,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_008477421/probe_battery.json,joint_mixed_state_target,4,6,8,3.6149047690687746,8,"[0.4488266176677044, 0.6176241373790188, 0.773742972117077, 0.9169209205722828, 0.9455761537092312, 0.9664351313275871, 0.9842150338728157, 1.0000000000000002]"
explore_cycle_3_both,42,16954395,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_016954395/probe_battery.json,layer_1,7,9,14,5.2188453329019655,64,"[0.3417673279014574, 0.5313579060235138, 0.666670726999681, 0.782225615708189, 0.8324976804150647, 0.8791426566287586, 0.9120379702768248, 0.9376777140094746]"
explore_cycle_3_both,42,16954395,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_016954395/probe_battery.json,layer_2,7,9,17,5.162261127646777,64,"[0.31373558100559457, 0.5549964515549557, 0.7018036750024272, 0.7978487204373659, 0.8563531132776759, 0.8928617946787665, 0.9202565520105942, 0.9395967780878378]"
explore_cycle_3_both,42,16954395,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_016954395/probe_battery.json,layer_3,8,11,20,5.83773264283849,64,"[0.309289322745346, 0.49377198072977435, 0.630963409695567, 0.7464781002498004, 0.8200871334132797, 0.8573597482657607, 0.8944064195854284, 0.9173858648745776]"
explore_cycle_3_both,42,16954395,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_016954395/probe_battery.json,actor_activation,8,11,20,5.83773264283849,64,"[0.309289322745346, 0.49377198072977435, 0.630963409695567, 0.7464781002498004, 0.8200871334132797, 0.8573597482657607, 0.8944064195854284, 0.9173858648745776]"
explore_cycle_3_both,42,16954395,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_016954395/probe_battery.json,factor_1_target,2,2,2,1.759430188795467,2,"[0.6848862220903642, 0.9999999999999999, 1.0]"
explore_cycle_3_both,42,16954395,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_016954395/probe_battery.json,factor_2_target,2,2,2,1.7211435101444459,2,"[0.7012573920554209, 1.0, 1.0]"
explore_cycle_3_both,42,16954395,512,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_016954395/probe_battery.json,joint_mixed_state_target,4,5,8,3.460231226111723,8,"[0.4628246460089318, 0.6565436043347884, 0.8033522597596618, 0.9210144204485665, 0.9553944178843662, 0.9733554791342017, 0.9886303599351158, 0.9999999999999998]"
explore_cycle_3_both,42,33908739,1024,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_033908739/probe_battery.json,layer_1,7,9,13,5.578058900713615,64,"[0.301770747518059, 0.5149805845764501, 0.6596003694565866, 0.7728438297479747, 0.8386884397428063, 0.8853279018330125, 0.9218220730720854, 0.943677741795315]"
explore_cycle_3_both,42,33908739,1024,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_033908739/probe_battery.json,layer_2,6,8,17,3.89125650384231,64,"[0.4440051669538351, 0.6184917763930293, 0.7568604244614092, 0.8341035685263081, 0.8804039883555218, 0.9153763551871732, 0.936402405559158, 0.952491970076639]"
explore_cycle_3_both,42,33908739,1024,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_033908739/probe_battery.json,layer_3,8,11,21,5.889652157242439,64,"[0.28637253120091544, 0.4879154415898905, 0.6590897626322432, 0.7586500868893419, 0.8183960725377386, 0.8659398152078689, 0.8958356571818166, 0.9217972883457943]"
explore_cycle_3_both,42,33908739,1024,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_033908739/probe_battery.json,actor_activation,8,11,21,5.889652157242439,64,"[0.28637253120091544, 0.4879154415898905, 0.6590897626322432, 0.7586500868893419, 0.8183960725377386, 0.8659398152078689, 0.8958356571818166, 0.9217972883457943]"
explore_cycle_3_both,42,33908739,1024,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_033908739/probe_battery.json,factor_1_target,2,2,2,1.6921297804298976,2,"[0.7132735562174539, 1.0, 1.0]"
explore_cycle_3_both,42,33908739,1024,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_033908739/probe_battery.json,factor_2_target,2,2,2,1.809967732970225,2,"[0.6620124026748113, 0.9999999999999999, 1.0]"
explore_cycle_3_both,42,33908739,1024,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_033908739/probe_battery.json,joint_mixed_state_target,4,4,7,3.2667659084272187,8,"[0.4794377563860968, 0.6577249547439014, 0.8204424463549017, 0.9521477261351718, 0.9697211892970756, 0.9830814523691973, 0.9940464409801144, 1.0]"
explore_cycle_3_both,42,50001886,1510,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_050001886/probe_battery.json,layer_1,6,8,12,5.124231844292625,64,"[0.3411817847663221, 0.5267011504760821, 0.6831991822598231, 0.7901009425978808, 0.851324270788489, 0.9013475164240045, 0.9339902321649691, 0.9580615483389551]"
explore_cycle_3_both,42,50001886,1510,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_050001886/probe_battery.json,layer_2,5,8,16,3.904267016126531,64,"[0.39355870475853844, 0.6744940072631109, 0.7890689954653032, 0.872852311817923, 0.9029421692089981, 0.9286386285202978, 0.9460450276953699, 0.9562330907640174]"
explore_cycle_3_both,42,50001886,1510,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_050001886/probe_battery.json,layer_3,7,10,20,4.13920648496137,64,"[0.40665595131200266, 0.6475568987212545, 0.745766748900188, 0.8091876143593092, 0.8557114422540173, 0.886753249380945, 0.9122308158953993, 0.9296705607941342]"
explore_cycle_3_both,42,50001886,1510,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_050001886/probe_battery.json,actor_activation,7,10,20,4.13920648496137,64,"[0.40665595131200266, 0.6475568987212545, 0.745766748900188, 0.8091876143593092, 0.8557114422540173, 0.886753249380945, 0.9122308158953993, 0.9296705607941342]"
explore_cycle_3_both,42,50001886,1510,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_050001886/probe_battery.json,factor_1_target,2,2,2,1.7131382080559419,2,"[0.704602133115858, 1.0, 1.0]"
explore_cycle_3_both,42,50001886,1510,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_050001886/probe_battery.json,factor_2_target,2,2,2,1.8160225869794702,2,"[0.6591445004512032, 1.0, 1.0]"
explore_cycle_3_both,42,50001886,1510,final,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_050001886/probe_battery.json,joint_mixed_state_target,4,5,7,3.3210618678529205,8,"[0.47721854674827846, 0.6444718946368282, 0.8015540051084907, 0.9424140258687613, 0.9623501932881392, 0.9766014156675138, 0.9901254286234124, 1.0]"
explore_cycle_3_factor_1,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000000000/probe_battery.json,layer_1,6,8,20,6.304174502804562,64,"[0.24014111348335154, 0.44482343025368587, 0.6049469346716916, 0.7396449104452383, 0.8250113694080158, 0.9004149724995584, 0.9464190939284118, 0.9536825306855629]"
explore_cycle_3_factor_1,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000000000/probe_battery.json,layer_2,7,12,26,6.178911773288228,64,"[0.25117425706526286, 0.48625199873612046, 0.6225429604861256, 0.7429879761978027, 0.8111461755935772, 0.8710572444231462, 0.912082920495565, 0.9247068030470891]"
explore_cycle_3_factor_1,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000000000/probe_battery.json,layer_3,8,13,27,6.341757393594554,64,"[0.24444142341849998, 0.4741832521201389, 0.6207565252452328, 0.7402125376008261, 0.8059353331105275, 0.8581643126181213, 0.8996306315607019, 0.9136070665546127]"
explore_cycle_3_factor_1,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000000000/probe_battery.json,actor_activation,8,13,27,6.341757393594554,64,"[0.24444142341849998, 0.4741832521201389, 0.6207565252452328, 0.7402125376008261, 0.8059353331105275, 0.8581643126181213, 0.8996306315607019, 0.9136070665546127]"
explore_cycle_3_factor_1,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000000000/probe_battery.json,factor_1_target,2,2,2,1.9999762804221528,2,"[0.5017219124237148, 1.0, 1.0]"
explore_cycle_3_factor_1,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000000000/probe_battery.json,factor_2_target,2,2,2,1.9997322312062868,2,"[0.5057858085927659, 1.0, 1.0]"
explore_cycle_3_factor_1,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000000000/probe_battery.json,joint_mixed_state_target,8,8,8,7.905725647844291,8,"[0.1410384465605072, 0.28020957765767923, 0.41805544846696946, 0.5542110370962373, 0.6676227520124167, 0.7798355303286016, 0.8902381916287511, 0.9999999999999999]"
explore_cycle_3_factor_1,42,33074,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000033074/probe_battery.json,layer_1,6,7,17,4.208270242959731,64,"[0.38224703338048915, 0.6396662235396233, 0.751851986741523, 0.8372907998220653, 0.8912449194123507, 0.9307797031027244, 0.9558143615178651, 0.969727513743125]"
explore_cycle_3_factor_1,42,33074,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000033074/probe_battery.json,layer_2,6,7,17,4.700980145410139,64,"[0.32031475042194313, 0.5933157699129994, 0.7409876849163013, 0.8282584051441769, 0.8919047179038289, 0.9253630772072897, 0.9511290538393955, 0.9665505460961293]"
explore_cycle_3_factor_1,42,33074,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000033074/probe_battery.json,layer_3,5,7,16,4.244891537277968,64,"[0.35974018586512074, 0.6035730605171064, 0.7983777886229876, 0.8696631067288273, 0.9215036169319026, 0.9442881382208803, 0.9615870143710598, 0.9721056505317707]"
explore_cycle_3_factor_1,42,33074,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000033074/probe_battery.json,actor_activation,5,7,16,4.244891537277968,64,"[0.35974018586512074, 0.6035730605171064, 0.7983777886229876, 0.8696631067288273, 0.9215036169319026, 0.9442881382208803, 0.9615870143710598, 0.9721056505317707]"
explore_cycle_3_factor_1,42,33074,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000033074/probe_battery.json,factor_1_target,2,2,2,1.9999814538614247,2,"[0.5015225927950561, 1.0, 1.0]"
explore_cycle_3_factor_1,42,33074,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000033074/probe_battery.json,factor_2_target,2,2,2,1.9999985840095214,2,"[0.5004207124137542, 1.0, 1.0]"
explore_cycle_3_factor_1,42,33074,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000033074/probe_battery.json,joint_mixed_state_target,8,8,8,7.9060236283614636,8,"[0.14014818940334337, 0.27954917378827426, 0.41761291359824204, 0.5543219144598653, 0.6669361417875823, 0.7786632568700027, 0.88998316546457, 1.0]"
explore_cycle_3_factor_1,42,66154,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_factor_1_state_0/results/20260909T084527Z-64ab39a1/checkpoint_probes/steps_000066154/probe_battery.json,layer_1,7,7,18,5.733879887590255,64,"[0.2690695617652889, 0.5124382245482391, 0.6500464909481772, 0.7487510733875095, 0.8278812852255174, 0.895493798992898, 0.9505281216771997, 0.9615144109986267]"
