run,seed,agent_steps,iteration,phase,n_fit,n_test,source,split,json_pointer,value
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/0,0.1175
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/1,0.10885
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/2,0.11005
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/3,0.1106
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/4,0.11195
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/5,0.11065
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/6,0.1115
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/7,0.108
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/joint_state_fractions/8,0.1109
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/mean_reward,0.338125
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/mode,learned_stochastic
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,policy,/policy/temperature,1.5
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/0,0.1252
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/1,0.15075
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/2,0.11165
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/3,0.0567
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/4,0.11225
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/5,0.165
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/6,0.1207
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/7,0.06275
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/action_fractions/8,0.095
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_1/0,0.3876
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_1/1,0.33395
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_1/2,0.27845
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_2/0,0.3026
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_2/1,0.32575
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_2/2,0.37165
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_1/0,0.33375
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_1/1,0.33555
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_1/2,0.3307
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_2/0,0.3359
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_2/1,0.3338
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_2/2,0.3303
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/0,0.1118
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/1,0.1095
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/2,0.11245
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/3,0.1138
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/4,0.1129
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/5,0.10885
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/6,0.1103
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/7,0.1114
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/joint_state_fractions/8,0.109
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/mean_reward,0.334775
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/mode,learned_stochastic
explore_cycle_3_both,42,33112,1,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000033112/probe_battery.json,train_policy,/train_policy/temperature,1.5
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/0,0.12495
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/1,0.12485
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/2,0.1142
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/3,0.0644
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/4,0.10525
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/5,0.15455
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/6,0.14455
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/7,0.0628
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/action_fractions/8,0.10445
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_action_fractions/factor_1/0,0.364
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_action_fractions/factor_1/1,0.3242
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_action_fractions/factor_1/2,0.3118
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_action_fractions/factor_2/0,0.3339
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_action_fractions/factor_2/1,0.2929
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_action_fractions/factor_2/2,0.3732
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_state_fractions/factor_1/0,0.33
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_state_fractions/factor_1/1,0.33535
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_state_fractions/factor_1/2,0.33465
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_state_fractions/factor_2/0,0.33495
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_state_fractions/factor_2/1,0.3347
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/factor_state_fractions/factor_2/2,0.33035
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/0,0.11205
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/1,0.1099
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/2,0.10805
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/3,0.1106
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/4,0.11405
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/5,0.1107
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/6,0.1123
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/7,0.11075
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/joint_state_fractions/8,0.1116
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/mean_reward,0.33235
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/mode,learned_stochastic
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,policy,/policy/temperature,1.5
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/0,0.12865
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/1,0.122
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/2,0.11295
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/3,0.06365
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/4,0.1007
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/5,0.1581
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/6,0.14535
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/7,0.0643
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/action_fractions/8,0.1043
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_1/0,0.3636
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_1/1,0.32245
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_1/2,0.31395
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_2/0,0.33765
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_2/1,0.287
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_action_fractions/factor_2/2,0.37535
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_1/0,0.3354
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_1/1,0.3297
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_1/2,0.3349
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_2/0,0.3322
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_2/1,0.3334
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/factor_state_fractions/factor_2/2,0.3344
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/0,0.11025
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/1,0.1139
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/2,0.11125
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/3,0.1114
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/4,0.1087
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/5,0.1096
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/6,0.11055
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/7,0.1108
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/joint_state_fractions/8,0.11355
explore_cycle_3_both,42,66254,2,intermediate,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000066254/probe_battery.json,train_policy,/train_policy/mean_reward,0.33385
