condition,factor,factor_role,layer,is_last_layer,control,n_repeats,std_ddof,mse_mean,mse_std,mse_n_valid,mse_replicates,r_squared_mean,r_squared_std,r_squared_n_valid,r_squared_replicates
token_guess,factor_2,guessed,layer_2,False,shuffled_training_labels,5,1,0.06051778335137193,0.000404266393281042,5,"[0.05997593813050863,0.06024765944402936,0.060999492086340576,0.06066584267748344,0.06069998441849763]",-0.009660423264595286,0.006744658431752286,5,"[-0.0006204412172632345,-0.005153757562088135,-0.017697106340292867,-0.012130600352907805,-0.012700210850424387]"
token_guess,factor_2,guessed,layer_2,False,visible_suffix_matched_activations,5,1,0.03708852460583143,2.2549586094864075e-05,5,"[0.03708593347020955,0.03705995013952488,0.03707465687493564,0.03710955689849394,0.03711252564599314]",0.38122625486192385,0.0003762104852517574,5,"[0.38126948458621057,0.38170298262933267,0.38145761989663873,0.38087535844213005,0.3808258287553071]"
token_guess,factor_2,guessed,layer_3,True,dirichlet_labels,5,1,0.05553670716480381,0.0003122533019323675,5,"[0.05515884066598052,0.055702525511448824,0.055571257649904275,0.05594387650359002,0.05530703549309541]",-0.002323435207619262,0.000728702726986578,5,"[-0.0022844357643265756,-0.0025733538210288565,-0.003256781991649138,-0.002268139671718794,-0.0012344647893729466]"
token_guess,factor_2,guessed,layer_3,True,gaussian_covariance_matched,5,1,0.06006641551016337,4.5509741631640656e-05,5,"[0.06011039764228732,0.06006560851914857,0.060029393016794295,0.060113138155160555,0.0600135402174261]",-0.0021299384985447034,0.0007592707870953944,5,"[-0.0028637231098964655,-0.002116474904135801,-0.0015122663986215645,-0.0029094449991380333,-0.0012477830809316526]"
token_guess,factor_2,guessed,layer_3,True,ntp_bin_matched_activations,5,1,0.009230441993610927,4.924472508553604e-05,5,"[0.009223753792772045,0.009164953642093847,0.00925096354406113,0.009298763387867974,0.009213775601259636]",0.8460020930363896,0.0008215841232109744,5,"[0.846113676959592,0.847094680918,0.8456597176854403,0.8448622395251815,0.8462801500937341]"
token_guess,factor_2,guessed,layer_3,True,shuffled_training_labels,5,1,0.060491947926910546,0.00036684580567592536,5,"[0.06004111830742659,0.06019577564648112,0.060884680656673684,0.06079226062607778,0.06054590439789357]",-0.00922939284424027,0.006120344647805055,5,"[-0.0017078876069194227,-0.004288143950813339,-0.01578162711660669,-0.014239719233632764,-0.010129586313229133]"
token_guess,factor_2,guessed,layer_3,True,visible_suffix_matched_activations,5,1,0.037175154538930014,3.0845243484033676e-05,5,"[0.037209450377834664,0.03715403983270467,0.037190591666808694,0.0371885570800313,0.03713313373727076]",0.3797809472171963,0.0005146127281458382,5,"[0.37920876579700724,0.3801332185999866,0.3795233988371197,0.3795573432685425,0.38048200958332545]"
reward_both,factor_1,rewarded,layer_1,False,dirichlet_labels,5,1,0.05546697913145376,0.000305460668008966,5,"[0.05509014663562445,0.055602019163793176,0.05544332115550604,0.055897357396537464,0.05530205130580765]",-0.0010653219435862837,0.00024904082315079396,5,"[-0.001036205079552932,-0.000764369665926079,-0.0009470779990226053,-0.001434721935967831,-0.0011442350374619714]"
reward_both,factor_1,rewarded,layer_1,False,gaussian_covariance_matched,5,1,0.05270783833626882,2.7127314271467665e-05,5,"[0.052671331165891774,0.052713996207453734,0.052745595964081876,0.05269639493015711,0.05271187341375959]",-0.0016640451926024813,0.0005155296860215205,5,"[-0.0009702599585144078,-0.001781069877270891,-0.0023815942214739927,-0.001446573772440951,-0.0017407281333121638]"
reward_both,factor_1,rewarded,layer_1,False,ntp_bin_matched_activations,5,1,0.025581950783488412,0.00014849695443962908,5,"[0.025543526966189053,0.025471243672610763,0.025540626758395083,0.025842448808186647,0.025511907712060508]",0.5138385273509772,0.0028220481958264472,5,"[0.5145687366990114,0.5159424142872203,0.5146238524837314,0.5088880017096256,0.5151696315752973]"
reward_both,factor_1,rewarded,layer_1,False,shuffled_training_labels,5,1,0.0529050387496442,0.0004525712363412893,5,"[0.05361723079911099,0.0526646145950292,0.05248080781222311,0.052690011497297636,0.053072529044560064]",-0.005411657881915111,0.008600700572072139,5,"[-0.018946213495288244,-0.0008426176997462509,0.0026504613452483783,-0.0013252624953696834,-0.008594657064419753]"
reward_both,factor_1,rewarded,layer_1,False,visible_suffix_matched_activations,5,1,0.023774022304091345,7.203817831317823e-05,5,"[0.023861020373672114,0.023747073187258407,0.023682806070934946,0.02383236677131402,0.023746845117277236]",0.5481965471684139,0.0013690193977815399,5,"[0.546543228780658,0.5487086903758251,0.5499300278797221,0.5470877641695737,0.5487130246362908]"
reward_both,factor_1,rewarded,layer_2,False,dirichlet_labels,5,1,0.055504685894984196,0.00030598876446705974,5,"[0.05512260780547486,0.0556432296949071,0.055487004879443386,0.055931020709652696,0.05533956638544293]",-0.0017458160653248012,0.00020198295179012002,5,"[-0.0016260529609612995,-0.001506105880079156,-0.001735722959676389,-0.0020378204039301906,-0.0018233781219769707]"
reward_both,factor_1,rewarded,layer_2,False,gaussian_covariance_matched,5,1,0.05273814612693637,2.2974463561518148e-05,5,"[0.05271754270522159,0.05272464946713897,0.052773703916126215,0.05272648053995167,0.05274835400624342]",-0.0022400169106462807,0.00043660857347896517,5,"[-0.0018484678092018925,-0.0019835252905004985,-0.0029157600274625217,-0.002018323147109813,-0.0024340082789566786]"
reward_both,factor_1,rewarded,layer_2,False,ntp_bin_matched_activations,5,1,0.02649497644404306,0.00017778739787276444,5,"[0.026462347096621836,0.026413475778752967,0.026535009750132912,0.026771167616659593,0.02629288197804799]",0.49648731346356356,0.0033786861643111564,5,"[0.49710740423490996,0.49803615873320894,0.4957265172596942,0.49123855396322946,0.5003279331267754]"
reward_both,factor_1,rewarded,layer_2,False,shuffled_training_labels,5,1,0.05289519873717978,0.00046558882448317435,5,"[0.053592707675401585,0.0527864821013328,0.05248380718310111,0.05250336863452424,0.05310962809153918]",-0.005224657484991768,0.008848087875525277,5,"[-0.018480174058443932,-0.003158597698068366,0.002593461057216806,0.0022217136439132146,-0.009299690369576563]"
reward_both,factor_1,rewarded,layer_2,False,visible_suffix_matched_activations,5,1,0.025351396112888034,0.00011457630151652558,5,"[0.025397048608247756,0.02541974992754308,0.025173154103412695,0.02546071886752065,0.025306309057715984]",0.5182200070564864,0.002177417349731772,5,"[0.51735242332286,0.516921005605224,0.5216073326966554,0.51614242853888,0.5190768451188128]"
reward_both,factor_1,rewarded,layer_3,True,dirichlet_labels,5,1,0.055523814452542945,0.000306069256418142,5,"[0.0551386403251611,0.05564188095764703,0.05551148782334698,0.05595782824376371,0.05536923491279592]",-0.002091100291610681,0.00040736300864049787,5,"[-0.0019173778828340815,-0.0014818303553010281,-0.002177726264139146,-0.0025180934744049033,-0.002360473481374248]"
