condition,factor,factor_role,layer,is_last_layer,candidate,true_mse,true_r_squared,alternative_mse,alternative_r_squared,delta_r_squared,delta_r_squared_ci_low,delta_r_squared_ci_high,ci_reason,parameters,selection_next_observation_kl,test_next_observation_kl,selection_affine_residual_ratio,selection_min_permutation_mse,n_test_episodes,n_bootstrap_resamples
reward_factor_1,factor_1,rewarded,layer_1,False,alternative_10,0.011568162784651064,0.6715472300894623,0.0073231890587384385,0.7374889018098565,-0.06594167172039417,-0.07474875148805057,-0.05694954632878628,,"{""alpha"":0.94,""strength"":0.8,""x"":0.4}",0.016774833004333644,0.016791244064734912,0.0672077431433903,0.0033433942399765343,28,200
reward_factor_1,factor_1,rewarded,layer_2,False,alternative_2,0.008771011618973333,0.7509662411570052,0.006506182601474959,0.7687945991054119,-0.017828357948406814,-0.02781484696169617,-0.009787977606522618,,"{""alpha"":0.8799999999999999,""strength"":1.0,""x"":0.4}",0.011316913038445986,0.011251033917206596,0.05533197610393257,0.014268965375191026,28,200
reward_factor_1,factor_1,rewarded,layer_2,False,alternative_10,0.008771011618973333,0.7509662411570052,0.005327610109477847,0.8090235320500017,-0.058057290892996466,-0.06662887827482245,-0.04973618820593905,,"{""alpha"":0.94,""strength"":0.8,""x"":0.4}",0.016774833004333644,0.016791244064734912,0.0672077431433903,0.0033433942399765343,28,200
reward_factor_1,factor_1,rewarded,layer_3,True,alternative_2,0.0063535798050851815,0.819603948814001,0.003922659941183124,0.8606033338091709,-0.04099938499516986,-0.04827649288634787,-0.033354952607609935,,"{""alpha"":0.8799999999999999,""strength"":1.0,""x"":0.4}",0.011316913038445986,0.011251033917206596,0.05533197610393257,0.014268965375191026,28,200
reward_factor_1,factor_1,rewarded,layer_3,True,alternative_10,0.0063535798050851815,0.819603948814001,0.004094418231771831,0.8532292123211511,-0.03362526350715009,-0.04217009719174307,-0.024976865057910153,,"{""alpha"":0.94,""strength"":0.8,""x"":0.4}",0.016774833004333644,0.016791244064734912,0.0672077431433903,0.0033433942399765343,28,200
reward_factor_1,factor_2,unrewarded,layer_1,False,alternative_2,0.08439708035819118,0.2587013805498831,0.048376584060388195,0.3386769482838389,-0.07997556773395575,-0.08107512763362625,-0.07867855753959191,,"{""alpha"":0.8799999999999999,""strength"":1.0,""x"":0.4}",0.011316913038445986,0.011251033917206596,0.03961831152915624,0.008606989960378895,28,200
reward_factor_1,factor_2,unrewarded,layer_1,False,alternative_10,0.08439708035819118,0.2587013805498831,0.012048145409549743,0.5718105143431441,-0.313109133793261,-0.3172125834775143,-0.30799488167704,,"{""alpha"":0.94,""strength"":0.8,""x"":0.4}",0.016774833004333644,0.016791244064734912,0.3228801753728919,0.059547246028159695,28,200
reward_factor_1,factor_2,unrewarded,layer_2,False,alternative_2,0.0862862991070202,0.24210749786576125,0.049883055530150655,0.31808301158787433,-0.07597551372211309,-0.07731567206603138,-0.0744710203776022,,"{""alpha"":0.8799999999999999,""strength"":1.0,""x"":0.4}",0.011316913038445986,0.011251033917206596,0.03961831152915624,0.008606989960378895,28,200
reward_factor_1,factor_2,unrewarded,layer_2,False,alternative_10,0.0862862991070202,0.24210749786576125,0.013039093648501667,0.5365923457100641,-0.2944848478443029,-0.29816310296834014,-0.2900386260429056,,"{""alpha"":0.94,""strength"":0.8,""x"":0.4}",0.016774833004333644,0.016791244064734912,0.3228801753728919,0.059547246028159695,28,200
reward_factor_1,factor_2,unrewarded,layer_3,True,alternative_2,0.08778736975612612,0.22892289959344303,0.05113503698352642,0.3009680331014861,-0.07204513350804309,-0.07347433373690529,-0.07015111643761741,,"{""alpha"":0.8799999999999999,""strength"":1.0,""x"":0.4}",0.011316913038445986,0.011251033917206596,0.03961831152915624,0.008606989960378895,28,200
reward_factor_1,factor_2,unrewarded,layer_3,True,alternative_10,0.08778736975612612,0.22892289959344303,0.013991371585745298,0.502748514457204,-0.273825614863761,-0.27891008479326257,-0.2679759050936148,,"{""alpha"":0.94,""strength"":0.8,""x"":0.4}",0.016774833004333644,0.016791244064734912,0.3228801753728919,0.059547246028159695,28,200
