condition,factor,factor_role,layer,is_last_layer,probe_mse,probe_r_squared,delta_contrast_r_squared,baseline,baseline_mse,baseline_r_squared,delta_r_squared,delta_r_squared_ci_low,delta_r_squared_ci_high,mse_improvement,mse_improvement_ci_low,mse_improvement_ci_high,ci_reason,delta_r_squared_ci_reason,n_test_episodes,n_bootstrap_resamples
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,log_ntp,0.0070641387082810885,0.8821440429040234,-0.01701015733730553,-0.021700552906770126,-0.012411365141678432,-0.0010195675623130103,-0.0013155807253342983,-0.0007278953023212449,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,joint_ntp,0.007612493686138246,0.8729954540367156,-0.007861568469997752,-0.013253398581037973,-0.0028502477533985694,-0.000471212584455853,-0.0008003672079329514,-0.00016771789913443952,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,log_joint_ntp,0.008090131383987401,0.8650266909150146,0.00010719465170328032,-0.004515348364644425,0.004669454296534625,6.425113393302567e-06,-0.00027441784967416035,0.0002739961525834538,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,policy_probabilities,0.057050295391063176,0.04819009880993563,0.8169437867567823,0.796994368612155,0.8448742874512978,0.04896658912046908,0.046934465007069825,0.0515172909101705,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,centered_log_policy,0.04414566261421008,0.2634870953291628,0.6016467902375551,0.5894768762384519,0.6176110593214607,0.03606195634361598,0.03483064030849106,0.03720271196935409,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,suffix_0_belief,0.05996000249413313,-0.0003545758719569747,0.865488461438675,0.8612221800144396,0.8726301292178563,0.05187629622353903,0.05013231395915304,0.05348886580399191,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,suffix_1_belief,0.036920224332928034,0.3840341257944824,0.4810997597722355,0.47437398236851547,0.4887233871681591,0.028836518062333935,0.027742523798980852,0.029742353523449234,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,suffix_2_belief,0.02316076477421854,0.6135927942156014,0.25154109135111646,0.2459052902577534,0.2592558301079645,0.015077058503624442,0.014501932740387432,0.015624056833945453,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,suffix_4_belief,0.011466099019041045,0.80870306631123,0.05643081925548787,0.052217271827719035,0.060790474451045254,0.0033823927484469465,0.0031714261616697936,0.003607461352405928,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,suffix_8_belief,0.005214980528045491,0.9129948396045529,-0.047860954037834996,-0.05056647541311662,-0.044992112292158076,-0.0028687257425486076,-0.0030632111317027413,-0.0027001003168286982,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,suffix_16_belief,0.001814825849218504,0.9697219935430443,-0.10458810797632645,-0.11048292622375694,-0.09967365100307644,-0.006268880421375595,-0.006457772019349495,-0.0060567691813389665,,,28,200
token_guess,factor_2,guessed,layer_3,True,0.008083706270594099,0.8651338855667179,0.1544778437655019,suffix_32_belief,0.0003067901217068252,0.9948816062489029,-0.129747720682185,-0.1379932520539365,-0.12352022499740195,-0.007776916148887273,-0.008044658557692637,-0.007497678561391213,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,train_mean,0.05266197972845156,-0.0007925444810750193,0.7044706427919201,0.6879697363227271,0.7165218416859094,0.037069439530281065,0.036216404381878516,0.03822499266316415,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,ntp,0.020302612314149225,0.6141675048628551,0.08951059344798994,0.0741107781310669,0.10389500033729038,0.004710072115978731,0.003974919414590375,0.0054214782955753806,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,log_ntp,0.014854975067577584,0.7176948460209164,-0.014016747710071312,-0.029314675787339952,0.00157133119585332,-0.0007375651305929105,-0.0015647892687544764,8.233597653980292e-05,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,joint_ntp,0.019591218944820684,0.6276868822939438,0.07599121601690129,0.06207960194262684,0.08935850030710389,0.00399867874665019,0.003305576404283836,0.004652696659500647,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,log_joint_ntp,0.015283869935132068,0.7095440930862935,-0.005865994775448462,-0.01934596287899534,0.0067615058501471524,-0.0003086702630384266,-0.001041433596329534,0.0003492090280711806,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,policy_probabilities,0.02800347054706725,0.4678197688804525,0.23585832943039253,0.22298340628134322,0.24818963540297698,0.012410930348896758,0.011717015520578754,0.013041698851383902,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,centered_log_policy,0.023814679164410484,0.5474239008892726,0.15625419742157243,0.14870726655155017,0.16296737694276187,0.00822213896623999,0.007874238340695104,0.008734203314417006,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,expected_immediate_reward_all_actions,1.4491923027599176e-30,1.0,-0.29632190168915495,-0.3138622245882444,-0.2843913986607492,-0.015592540198170494,-0.01677992136892338,-0.014717180033752138,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,suffix_0_belief,0.05266197972845157,-0.0007925444810750193,0.7044706427919202,0.6879697363227273,0.7165218416859096,0.03706943953028107,0.036216404381878516,0.03822499266316415,,,28,200
reward_both,factor_1,rewarded,layer_1,False,0.015592540198170494,0.703678098310845,0.668345336898343,suffix_1_belief,0.03054949691183775,0.41943487683777936,0.28424322147306563,0.2725314884527667,0.2939309990119791,0.014956956713667256,0.014397864702722047,0.015417788393483834,,,28,200
