condition,factor,factor_role,layer,is_last_layer,control,repeat,null_seed,fit_seed,null_mse,null_r_squared,sampling
token_guess,factor_2,guessed,layer_1,False,visible_suffix_matched_activations,1,1043,43,0.037004867972094464,0.38262195687793044,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1043,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_1,False,visible_suffix_matched_activations,2,1044,43,0.03702454258656167,0.38229371155117764,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1044,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_1,False,visible_suffix_matched_activations,3,1045,43,0.037048474211594566,0.3818944435456092,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1045,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_1,False,visible_suffix_matched_activations,4,1046,43,0.0370368953489423,0.38208762179370415,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1046,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,dirichlet_labels,0,1042,43,0.055134201371228264,-0.0018367182028218298,
token_guess,factor_2,guessed,layer_2,False,dirichlet_labels,1,1043,43,0.05570679883521958,-0.002650268117202703,
token_guess,factor_2,guessed,layer_2,False,dirichlet_labels,2,1044,43,0.055546238159703124,-0.0028050921381568283,
token_guess,factor_2,guessed,layer_2,False,dirichlet_labels,3,1045,43,0.05591086468362543,-0.0016767130947463738,
token_guess,factor_2,guessed,layer_2,False,dirichlet_labels,4,1046,43,0.05530107020455024,-0.001126473962697938,
token_guess,factor_2,guessed,layer_2,False,gaussian_covariance_matched,0,1042,43,0.060106564000213664,-0.0027997637831598254,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1042,""singular_value_cutoff"":1.6034006378633777e-10,""training_mean"":[0.09957223257393344,0.00024303676213603513,0.007431048528291285,0.20037513603568077,-0.06556758632193668,0.16814770447045446,-0.03985488133241161,-0.12229345298256958,0.19981509896148927,-0.11583909288682043,0.041720899499906226,0.0372269133235357,0.07269225653465837,-0.2194867310438305,-0.13803349227170691,0.09891904305280186,0.012724849678324244,-0.1300123947012471,0.06330087793415659,-0.0015461773928043838,0.001814235126506537,0.023477179783291648,-0.17274104060791434,0.10556723029427231,-0.0905484689585166,-0.031027868528207183,-0.1501428141614422,0.026852542391273892,-0.16558608628150542,-0.128585922312201,-0.09451746305802372,-0.10902955598860281,-0.012189387520006858,0.10883224679568666,0.0675936862415576,0.029994782502713497,-0.11948474842426367,-0.2213721512458287,-0.007704762997030049,0.1259335579838138,-0.11381255396438647,-0.04824661940983496,0.060006506816588805,-0.03881726836256421,0.20867639284115286,0.0004422892431728536,-0.043710700441323566,-0.04988796213020105,0.07703896276008454,0.0021889816772192715,-0.15566637213194046,-0.05466054800648708,0.08990481555161532,-0.1441240678580885,0.13735839470320207,0.09310913889440708,-0.0033251609952945696,0.13346431728884345,-0.01801844681152288,0.04983101800287841,0.03377247409798147,0.025134180956628553,0.035346564875118204,-0.20177357903001247]}"
token_guess,factor_2,guessed,layer_2,False,gaussian_covariance_matched,1,1043,43,0.06005562717637907,-0.0019499491953718362,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1043,""singular_value_cutoff"":1.6034006378633777e-10,""training_mean"":[0.09957223257393344,0.00024303676213603513,0.007431048528291285,0.20037513603568077,-0.06556758632193668,0.16814770447045446,-0.03985488133241161,-0.12229345298256958,0.19981509896148927,-0.11583909288682043,0.041720899499906226,0.0372269133235357,0.07269225653465837,-0.2194867310438305,-0.13803349227170691,0.09891904305280186,0.012724849678324244,-0.1300123947012471,0.06330087793415659,-0.0015461773928043838,0.001814235126506537,0.023477179783291648,-0.17274104060791434,0.10556723029427231,-0.0905484689585166,-0.031027868528207183,-0.1501428141614422,0.026852542391273892,-0.16558608628150542,-0.128585922312201,-0.09451746305802372,-0.10902955598860281,-0.012189387520006858,0.10883224679568666,0.0675936862415576,0.029994782502713497,-0.11948474842426367,-0.2213721512458287,-0.007704762997030049,0.1259335579838138,-0.11381255396438647,-0.04824661940983496,0.060006506816588805,-0.03881726836256421,0.20867639284115286,0.0004422892431728536,-0.043710700441323566,-0.04988796213020105,0.07703896276008454,0.0021889816772192715,-0.15566637213194046,-0.05466054800648708,0.08990481555161532,-0.1441240678580885,0.13735839470320207,0.09310913889440708,-0.0033251609952945696,0.13346431728884345,-0.01801844681152288,0.04983101800287841,0.03377247409798147,0.025134180956628553,0.035346564875118204,-0.20177357903001247]}"
token_guess,factor_2,guessed,layer_2,False,gaussian_covariance_matched,2,1044,43,0.060027831970057635,-0.0014862223662466256,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1044,""singular_value_cutoff"":1.6034006378633777e-10,""training_mean"":[0.09957223257393344,0.00024303676213603513,0.007431048528291285,0.20037513603568077,-0.06556758632193668,0.16814770447045446,-0.03985488133241161,-0.12229345298256958,0.19981509896148927,-0.11583909288682043,0.041720899499906226,0.0372269133235357,0.07269225653465837,-0.2194867310438305,-0.13803349227170691,0.09891904305280186,0.012724849678324244,-0.1300123947012471,0.06330087793415659,-0.0015461773928043838,0.001814235126506537,0.023477179783291648,-0.17274104060791434,0.10556723029427231,-0.0905484689585166,-0.031027868528207183,-0.1501428141614422,0.026852542391273892,-0.16558608628150542,-0.128585922312201,-0.09451746305802372,-0.10902955598860281,-0.012189387520006858,0.10883224679568666,0.0675936862415576,0.029994782502713497,-0.11948474842426367,-0.2213721512458287,-0.007704762997030049,0.1259335579838138,-0.11381255396438647,-0.04824661940983496,0.060006506816588805,-0.03881726836256421,0.20867639284115286,0.0004422892431728536,-0.043710700441323566,-0.04988796213020105,0.07703896276008454,0.0021889816772192715,-0.15566637213194046,-0.05466054800648708,0.08990481555161532,-0.1441240678580885,0.13735839470320207,0.09310913889440708,-0.0033251609952945696,0.13346431728884345,-0.01801844681152288,0.04983101800287841,0.03377247409798147,0.025134180956628553,0.035346564875118204,-0.20177357903001247]}"
token_guess,factor_2,guessed,layer_2,False,gaussian_covariance_matched,3,1045,43,0.060101022434070034,-0.0027073099669709944,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1045,""singular_value_cutoff"":1.6034006378633777e-10,""training_mean"":[0.09957223257393344,0.00024303676213603513,0.007431048528291285,0.20037513603568077,-0.06556758632193668,0.16814770447045446,-0.03985488133241161,-0.12229345298256958,0.19981509896148927,-0.11583909288682043,0.041720899499906226,0.0372269133235357,0.07269225653465837,-0.2194867310438305,-0.13803349227170691,0.09891904305280186,0.012724849678324244,-0.1300123947012471,0.06330087793415659,-0.0015461773928043838,0.001814235126506537,0.023477179783291648,-0.17274104060791434,0.10556723029427231,-0.0905484689585166,-0.031027868528207183,-0.1501428141614422,0.026852542391273892,-0.16558608628150542,-0.128585922312201,-0.09451746305802372,-0.10902955598860281,-0.012189387520006858,0.10883224679568666,0.0675936862415576,0.029994782502713497,-0.11948474842426367,-0.2213721512458287,-0.007704762997030049,0.1259335579838138,-0.11381255396438647,-0.04824661940983496,0.060006506816588805,-0.03881726836256421,0.20867639284115286,0.0004422892431728536,-0.043710700441323566,-0.04988796213020105,0.07703896276008454,0.0021889816772192715,-0.15566637213194046,-0.05466054800648708,0.08990481555161532,-0.1441240678580885,0.13735839470320207,0.09310913889440708,-0.0033251609952945696,0.13346431728884345,-0.01801844681152288,0.04983101800287841,0.03377247409798147,0.025134180956628553,0.035346564875118204,-0.20177357903001247]}"
token_guess,factor_2,guessed,layer_2,False,gaussian_covariance_matched,4,1046,43,0.060007202008370064,-0.0011420383149491897,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1046,""singular_value_cutoff"":1.6034006378633777e-10,""training_mean"":[0.09957223257393344,0.00024303676213603513,0.007431048528291285,0.20037513603568077,-0.06556758632193668,0.16814770447045446,-0.03985488133241161,-0.12229345298256958,0.19981509896148927,-0.11583909288682043,0.041720899499906226,0.0372269133235357,0.07269225653465837,-0.2194867310438305,-0.13803349227170691,0.09891904305280186,0.012724849678324244,-0.1300123947012471,0.06330087793415659,-0.0015461773928043838,0.001814235126506537,0.023477179783291648,-0.17274104060791434,0.10556723029427231,-0.0905484689585166,-0.031027868528207183,-0.1501428141614422,0.026852542391273892,-0.16558608628150542,-0.128585922312201,-0.09451746305802372,-0.10902955598860281,-0.012189387520006858,0.10883224679568666,0.0675936862415576,0.029994782502713497,-0.11948474842426367,-0.2213721512458287,-0.007704762997030049,0.1259335579838138,-0.11381255396438647,-0.04824661940983496,0.060006506816588805,-0.03881726836256421,0.20867639284115286,0.0004422892431728536,-0.043710700441323566,-0.04988796213020105,0.07703896276008454,0.0021889816772192715,-0.15566637213194046,-0.05466054800648708,0.08990481555161532,-0.1441240678580885,0.13735839470320207,0.09310913889440708,-0.0033251609952945696,0.13346431728884345,-0.01801844681152288,0.04983101800287841,0.03377247409798147,0.025134180956628553,0.035346564875118204,-0.20177357903001247]}"
token_guess,factor_2,guessed,layer_2,False,ntp_bin_matched_activations,0,1042,43,0.009239312092894495,0.8458541069783899,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":2,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":8,""seed"":1042,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,ntp_bin_matched_activations,1,1043,43,0.00917043365820757,0.8470032539839243,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":2,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":8,""seed"":1043,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,ntp_bin_matched_activations,2,1044,43,0.009279812594926289,0.8451784088321702,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":2,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":8,""seed"":1044,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,ntp_bin_matched_activations,3,1045,43,0.009290053504740874,0.845007552585206,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":2,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":8,""seed"":1045,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,ntp_bin_matched_activations,4,1046,43,0.00920110213572373,0.8464915903658096,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":2,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":8,""seed"":1046,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,shuffled_training_labels,0,1042,43,0.05997593813050863,-0.0006204412172632345,
token_guess,factor_2,guessed,layer_2,False,shuffled_training_labels,1,1043,43,0.06024765944402936,-0.005153757562088135,
token_guess,factor_2,guessed,layer_2,False,shuffled_training_labels,2,1044,43,0.060999492086340576,-0.017697106340292867,
token_guess,factor_2,guessed,layer_2,False,shuffled_training_labels,3,1045,43,0.06066584267748344,-0.012130600352907805,
token_guess,factor_2,guessed,layer_2,False,shuffled_training_labels,4,1046,43,0.06069998441849763,-0.012700210850424387,
token_guess,factor_2,guessed,layer_2,False,visible_suffix_matched_activations,0,1042,43,0.03708593347020955,0.38126948458621057,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1042,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,visible_suffix_matched_activations,1,1043,43,0.03705995013952488,0.38170298262933267,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1043,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,visible_suffix_matched_activations,2,1044,43,0.03707465687493564,0.38145761989663873,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1044,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,visible_suffix_matched_activations,3,1045,43,0.03710955689849394,0.38087535844213005,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1045,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_2,False,visible_suffix_matched_activations,4,1046,43,0.03711252564599314,0.3808258287553071,"{""donor_source"":""train"",""fallback"":""training_marginal"",""key_width"":1,""method"":""train_row_resampling_conditional_on_exact_key"",""minimum_key_pool_size"":2,""n_features"":64,""n_test"":20000,""n_train"":20000,""n_train_keys"":4,""seed"":1046,""test"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":0,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""train"":{""exact_key_coverage"":1.0,""exact_key_rows"":20000,""fallback_rows"":0,""matched_fraction"":1.0,""matched_rows"":20000,""n_rows"":20000,""self_donor_rows"":0,""self_excluded_rows"":20000,""singleton_fallback_rows"":0,""unseen_fallback_rows"":0},""training_self_exclusion"":""whenever_an_alternative_exists""}"
token_guess,factor_2,guessed,layer_3,True,dirichlet_labels,0,1042,43,0.05515884066598052,-0.0022844357643265756,
token_guess,factor_2,guessed,layer_3,True,dirichlet_labels,1,1043,43,0.055702525511448824,-0.0025733538210288565,
token_guess,factor_2,guessed,layer_3,True,dirichlet_labels,2,1044,43,0.055571257649904275,-0.003256781991649138,
token_guess,factor_2,guessed,layer_3,True,dirichlet_labels,3,1045,43,0.05594387650359002,-0.002268139671718794,
token_guess,factor_2,guessed,layer_3,True,dirichlet_labels,4,1046,43,0.05530703549309541,-0.0012344647893729466,
token_guess,factor_2,guessed,layer_3,True,gaussian_covariance_matched,0,1042,43,0.06011039764228732,-0.0028637231098964655,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1042,""singular_value_cutoff"":1.8723870966524958e-10,""training_mean"":[0.3421741118140519,-0.16955761467739938,0.13517898259754293,0.27933885465078057,-0.13458516559340059,0.15425045602938042,0.1316419187568128,-0.18124120010444894,0.1168502523216419,-0.10214708472411148,0.21100762110073118,0.09087625526115298,0.12624976491067502,-0.4044796320127323,-0.09488830641498498,0.16182436469489767,0.03685469707916491,-0.10550642712079134,0.05126151591236121,0.04211488039740361,-0.07407356685237028,0.08872141343140974,-0.104898237759294,0.296031826746976,-0.24598339214846493,-0.2689995260063559,-0.285075936173182,-0.02619272581017576,-0.2136632974793203,-0.25760733666345476,-0.1539309284755378,-0.14917335763704032,-0.1517957317889668,0.2559262906237971,0.1829510654937476,-0.09658208852922544,-0.1698576530475286,-0.2617259592999413,-0.043728351101255974,0.31336104687713084,-0.07246586232103036,-0.03712564521980821,0.12096932574501261,-0.12178687535266508,0.40283233883939684,-0.12055540083628148,-0.062990617690637,0.06056143587371335,0.12427514403886161,0.023910374842798413,-0.17776634774806443,-0.003771172968711472,0.04386613057969371,-0.2392684967708541,0.17129410747109797,0.22561090833423658,-0.11169895404855487,0.07387325534256525,-0.052221149908768714,0.17104569392618724,-0.0385512280162191,-0.09993058632455068,0.033601336245134006,-0.30912850467609243]}"
token_guess,factor_2,guessed,layer_3,True,gaussian_covariance_matched,1,1043,43,0.06006560851914857,-0.002116474904135801,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1043,""singular_value_cutoff"":1.8723870966524958e-10,""training_mean"":[0.3421741118140519,-0.16955761467739938,0.13517898259754293,0.27933885465078057,-0.13458516559340059,0.15425045602938042,0.1316419187568128,-0.18124120010444894,0.1168502523216419,-0.10214708472411148,0.21100762110073118,0.09087625526115298,0.12624976491067502,-0.4044796320127323,-0.09488830641498498,0.16182436469489767,0.03685469707916491,-0.10550642712079134,0.05126151591236121,0.04211488039740361,-0.07407356685237028,0.08872141343140974,-0.104898237759294,0.296031826746976,-0.24598339214846493,-0.2689995260063559,-0.285075936173182,-0.02619272581017576,-0.2136632974793203,-0.25760733666345476,-0.1539309284755378,-0.14917335763704032,-0.1517957317889668,0.2559262906237971,0.1829510654937476,-0.09658208852922544,-0.1698576530475286,-0.2617259592999413,-0.043728351101255974,0.31336104687713084,-0.07246586232103036,-0.03712564521980821,0.12096932574501261,-0.12178687535266508,0.40283233883939684,-0.12055540083628148,-0.062990617690637,0.06056143587371335,0.12427514403886161,0.023910374842798413,-0.17776634774806443,-0.003771172968711472,0.04386613057969371,-0.2392684967708541,0.17129410747109797,0.22561090833423658,-0.11169895404855487,0.07387325534256525,-0.052221149908768714,0.17104569392618724,-0.0385512280162191,-0.09993058632455068,0.033601336245134006,-0.30912850467609243]}"
token_guess,factor_2,guessed,layer_3,True,gaussian_covariance_matched,2,1044,43,0.060029393016794295,-0.0015122663986215645,"{""covariance_ddof"":1,""empirical_rank"":64,""fit_source"":""train"",""method"":""gaussian_train_full_covariance"",""n_features"":64,""n_test"":20000,""n_train"":20000,""seed"":1044,""singular_value_cutoff"":1.8723870966524958e-10,""training_mean"":[0.3421741118140519,-0.16955761467739938,0.13517898259754293,0.27933885465078057,-0.13458516559340059,0.15425045602938042,0.1316419187568128,-0.18124120010444894,0.1168502523216419,-0.10214708472411148,0.21100762110073118,0.09087625526115298,0.12624976491067502,-0.4044796320127323,-0.09488830641498498,0.16182436469489767,0.03685469707916491,-0.10550642712079134,0.05126151591236121,0.04211488039740361,-0.07407356685237028,0.08872141343140974,-0.104898237759294,0.296031826746976,-0.24598339214846493,-0.2689995260063559,-0.285075936173182,-0.02619272581017576,-0.2136632974793203,-0.25760733666345476,-0.1539309284755378,-0.14917335763704032,-0.1517957317889668,0.2559262906237971,0.1829510654937476,-0.09658208852922544,-0.1698576530475286,-0.2617259592999413,-0.043728351101255974,0.31336104687713084,-0.07246586232103036,-0.03712564521980821,0.12096932574501261,-0.12178687535266508,0.40283233883939684,-0.12055540083628148,-0.062990617690637,0.06056143587371335,0.12427514403886161,0.023910374842798413,-0.17776634774806443,-0.003771172968711472,0.04386613057969371,-0.2392684967708541,0.17129410747109797,0.22561090833423658,-0.11169895404855487,0.07387325534256525,-0.052221149908768714,0.17104569392618724,-0.0385512280162191,-0.09993058632455068,0.033601336245134006,-0.30912850467609243]}"
